DATE_PST,STATION_NAME,RAW_VALUE,REPORTED_VALUE,INSTRUMENT,UNITS,PARAMETER,EMS_ID,LATITUDE,LONGITUDE
2020-10-06 12:00,Abbotsford A Columbia Street,0.183617,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 11:00,Abbotsford A Columbia Street,0.209021,0.21,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 10:00,Abbotsford A Columbia Street,0.221911,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 09:00,Abbotsford A Columbia Street,0.230314,0.23,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 08:00,Abbotsford A Columbia Street,0.220839,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 07:00,Abbotsford A Columbia Street,0.245806,0.25,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 06:00,Abbotsford A Columbia Street,0.240517,0.24,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 05:00,Abbotsford A Columbia Street,0.246801,0.25,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 04:00,Abbotsford A Columbia Street,0.198801,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 03:00,Abbotsford A Columbia Street,0.195242,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 02:00,Abbotsford A Columbia Street,0.202014,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 01:00,Abbotsford A Columbia Street,0.192957,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-06 00:00,Abbotsford A Columbia Street,0.169483,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 23:00,Abbotsford A Columbia Street,0.174029,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 22:00,Abbotsford A Columbia Street,0.1823,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 21:00,Abbotsford A Columbia Street,0.159814,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 20:00,Abbotsford A Columbia Street,0.160081,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 19:00,Abbotsford A Columbia Street,0.158437,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 18:00,Abbotsford A Columbia Street,0.152075,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 17:00,Abbotsford A Columbia Street,0.154236,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 16:00,Abbotsford A Columbia Street,0.149494,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 15:00,Abbotsford A Columbia Street,0.135032,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 14:00,Abbotsford A Columbia Street,0.132189,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 13:00,Abbotsford A Columbia Street,0.136492,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 12:00,Abbotsford A Columbia Street,0.150825,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 11:00,Abbotsford A Columbia Street,0.174752,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 10:00,Abbotsford A Columbia Street,0.179789,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 09:00,Abbotsford A Columbia Street,0.240558,0.24,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 08:00,Abbotsford A Columbia Street,0.210536,0.21,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 07:00,Abbotsford A Columbia Street,0.161846,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 06:00,Abbotsford A Columbia Street,0.155552,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 05:00,Abbotsford A Columbia Street,0.147341,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 04:00,Abbotsford A Columbia Street,0.137935,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 03:00,Abbotsford A Columbia Street,0.14076,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 02:00,Abbotsford A Columbia Street,0.15939,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 01:00,Abbotsford A Columbia Street,0.154159,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-05 00:00,Abbotsford A Columbia Street,0.155956,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 23:00,Abbotsford A Columbia Street,0.183085,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 22:00,Abbotsford A Columbia Street,0.167131,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 21:00,Abbotsford A Columbia Street,0.144253,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 20:00,Abbotsford A Columbia Street,0.127933,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 19:00,Abbotsford A Columbia Street,0.119551,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 18:00,Abbotsford A Columbia Street,0.109347,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 17:00,Abbotsford A Columbia Street,0.120361,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 16:00,Abbotsford A Columbia Street,0.117775,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 15:00,Abbotsford A Columbia Street,0.127209,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 14:00,Abbotsford A Columbia Street,0.136147,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 13:00,Abbotsford A Columbia Street,0.143969,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 12:00,Abbotsford A Columbia Street,0.152058,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 11:00,Abbotsford A Columbia Street,0.154118,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 10:00,Abbotsford A Columbia Street,0.150164,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 09:00,Abbotsford A Columbia Street,0.168681,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 08:00,Abbotsford A Columbia Street,0.16183,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 07:00,Abbotsford A Columbia Street,0.16457,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 06:00,Abbotsford A Columbia Street,0.148197,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 05:00,Abbotsford A Columbia Street,0.163249,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 04:00,Abbotsford A Columbia Street,0.153964,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 03:00,Abbotsford A Columbia Street,0.150676,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 02:00,Abbotsford A Columbia Street,0.175812,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 01:00,Abbotsford A Columbia Street,0.155112,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-04 00:00,Abbotsford A Columbia Street,0.156047,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 23:00,Abbotsford A Columbia Street,0.161059,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 22:00,Abbotsford A Columbia Street,0.169261,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 21:00,Abbotsford A Columbia Street,0.160711,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 20:00,Abbotsford A Columbia Street,0.153194,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 19:00,Abbotsford A Columbia Street,0.149941,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 18:00,Abbotsford A Columbia Street,0.158067,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 17:00,Abbotsford A Columbia Street,0.168192,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 16:00,Abbotsford A Columbia Street,0.178106,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 15:00,Abbotsford A Columbia Street,0.175076,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 14:00,Abbotsford A Columbia Street,0.160106,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 13:00,Abbotsford A Columbia Street,0.165153,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 12:00,Abbotsford A Columbia Street,0.1802,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 11:00,Abbotsford A Columbia Street,0.192528,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 10:00,Abbotsford A Columbia Street,0.201861,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 09:00,Abbotsford A Columbia Street,0.208044,0.21,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 08:00,Abbotsford A Columbia Street,0.203294,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 07:00,Abbotsford A Columbia Street,0.254465,0.25,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 06:00,Abbotsford A Columbia Street,0.268031,0.27,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 05:00,Abbotsford A Columbia Street,0.267673,0.27,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 04:00,Abbotsford A Columbia Street,0.23667,0.24,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 03:00,Abbotsford A Columbia Street,0.220249,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 02:00,Abbotsford A Columbia Street,0.222431,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 01:00,Abbotsford A Columbia Street,0.214812,0.21,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-03 00:00,Abbotsford A Columbia Street,0.225808,0.23,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 23:00,Abbotsford A Columbia Street,0.235351,0.24,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 22:00,Abbotsford A Columbia Street,0.226797,0.23,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 21:00,Abbotsford A Columbia Street,0.221508,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 20:00,Abbotsford A Columbia Street,0.221703,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 19:00,Abbotsford A Columbia Street,0.21016,0.21,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 18:00,Abbotsford A Columbia Street,0.200189,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 17:00,Abbotsford A Columbia Street,0.181769,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 16:00,Abbotsford A Columbia Street,0.175522,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 15:00,Abbotsford A Columbia Street,0.177496,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 14:00,Abbotsford A Columbia Street,0.166025,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 13:00,Abbotsford A Columbia Street,0.155475,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 12:00,Abbotsford A Columbia Street,0.156894,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 11:00,Abbotsford A Columbia Street,0.147473,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 10:00,Abbotsford A Columbia Street,0.123478,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 09:00,Abbotsford A Columbia Street,"","",UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 08:00,Abbotsford A Columbia Street,0.182917,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 07:00,Abbotsford A Columbia Street,0.18514,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 06:00,Abbotsford A Columbia Street,0.193411,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 05:00,Abbotsford A Columbia Street,0.181061,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 04:00,Abbotsford A Columbia Street,0.137935,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 03:00,Abbotsford A Columbia Street,0.156287,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 02:00,Abbotsford A Columbia Street,0.204555,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 01:00,Abbotsford A Columbia Street,0.189228,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-02 00:00,Abbotsford A Columbia Street,0.236558,0.24,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 23:00,Abbotsford A Columbia Street,0.223761,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 22:00,Abbotsford A Columbia Street,0.203306,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 21:00,Abbotsford A Columbia Street,0.259117,0.26,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 20:00,Abbotsford A Columbia Street,0.245261,0.25,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 19:00,Abbotsford A Columbia Street,0.195188,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 18:00,Abbotsford A Columbia Street,0.160033,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 17:00,Abbotsford A Columbia Street,0.172347,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 16:00,Abbotsford A Columbia Street,0.147092,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 15:00,Abbotsford A Columbia Street,0.145667,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 14:00,Abbotsford A Columbia Street,0.143036,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 13:00,Abbotsford A Columbia Street,0.159025,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 12:00,Abbotsford A Columbia Street,0.201586,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 11:00,Abbotsford A Columbia Street,0.188363,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 10:00,Abbotsford A Columbia Street,0.160825,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 09:00,Abbotsford A Columbia Street,0.146328,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 08:00,Abbotsford A Columbia Street,0.159197,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 07:00,Abbotsford A Columbia Street,0.151606,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 06:00,Abbotsford A Columbia Street,0.171956,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 05:00,Abbotsford A Columbia Street,0.15333,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 04:00,Abbotsford A Columbia Street,0.144167,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 03:00,Abbotsford A Columbia Street,0.157883,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 02:00,Abbotsford A Columbia Street,0.200301,0.2,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 01:00,Abbotsford A Columbia Street,0.179431,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-10-01 00:00,Abbotsford A Columbia Street,0.188553,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 23:00,Abbotsford A Columbia Street,0.205558,0.21,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 22:00,Abbotsford A Columbia Street,0.219508,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 21:00,Abbotsford A Columbia Street,0.191945,0.19,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 20:00,Abbotsford A Columbia Street,0.139264,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 19:00,Abbotsford A Columbia Street,0.142333,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 18:00,Abbotsford A Columbia Street,0.146231,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 17:00,Abbotsford A Columbia Street,0.10935,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 16:00,Abbotsford A Columbia Street,0.123036,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 15:00,Abbotsford A Columbia Street,0.121979,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 14:00,Abbotsford A Columbia Street,0.104322,0.1,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 13:00,Abbotsford A Columbia Street,0.116819,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 12:00,Abbotsford A Columbia Street,0.132922,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 11:00,Abbotsford A Columbia Street,0.114431,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 10:00,Abbotsford A Columbia Street,0.129867,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 09:00,Abbotsford A Columbia Street,0.126719,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 08:00,Abbotsford A Columbia Street,0.148447,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 07:00,Abbotsford A Columbia Street,0.138409,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 06:00,Abbotsford A Columbia Street,0.175672,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 05:00,Abbotsford A Columbia Street,0.137497,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 04:00,Abbotsford A Columbia Street,0.125949,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 03:00,Abbotsford A Columbia Street,0.178363,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 02:00,Abbotsford A Columbia Street,0.226436,0.23,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 01:00,Abbotsford A Columbia Street,0.178808,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-30 00:00,Abbotsford A Columbia Street,0.177822,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 23:00,Abbotsford A Columbia Street,0.160462,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 22:00,Abbotsford A Columbia Street,0.133108,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 21:00,Abbotsford A Columbia Street,0.162125,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 20:00,Abbotsford A Columbia Street,0.178333,0.18,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 19:00,Abbotsford A Columbia Street,0.160711,0.16,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 18:00,Abbotsford A Columbia Street,0.139164,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 17:00,Abbotsford A Columbia Street,0.116581,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 16:00,Abbotsford A Columbia Street,0.120886,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 15:00,Abbotsford A Columbia Street,0.114408,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 14:00,Abbotsford A Columbia Street,0.10085,0.1,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 13:00,Abbotsford A Columbia Street,0.084514,0.08,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 12:00,Abbotsford A Columbia Street,0.088528,0.09,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 11:00,Abbotsford A Columbia Street,0.082628,0.08,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 10:00,Abbotsford A Columbia Street,0.077325,0.08,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 09:00,Abbotsford A Columbia Street,0.095217,0.1,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 08:00,Abbotsford A Columbia Street,0.106983,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 07:00,Abbotsford A Columbia Street,0.105347,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 06:00,Abbotsford A Columbia Street,0.082967,0.08,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 05:00,Abbotsford A Columbia Street,0.093895,0.09,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 04:00,Abbotsford A Columbia Street,0.078333,0.08,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 03:00,Abbotsford A Columbia Street,0.097978,0.1,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 02:00,Abbotsford A Columbia Street,0.126024,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 01:00,Abbotsford A Columbia Street,0.119453,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-29 00:00,Abbotsford A Columbia Street,0.129011,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 23:00,Abbotsford A Columbia Street,0.134913,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 22:00,Abbotsford A Columbia Street,0.139364,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 21:00,Abbotsford A Columbia Street,0.222708,0.22,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 20:00,Abbotsford A Columbia Street,0.258656,0.26,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 19:00,Abbotsford A Columbia Street,0.169476,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 18:00,Abbotsford A Columbia Street,0.402736,0.4,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 17:00,Abbotsford A Columbia Street,0.150375,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 16:00,Abbotsford A Columbia Street,0.120356,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 15:00,Abbotsford A Columbia Street,0.10316,0.1,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 14:00,Abbotsford A Columbia Street,0.099342,0.1,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 13:00,Abbotsford A Columbia Street,0.113994,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 12:00,Abbotsford A Columbia Street,0.120281,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 11:00,Abbotsford A Columbia Street,0.132663,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 10:00,Abbotsford A Columbia Street,0.132278,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 09:00,Abbotsford A Columbia Street,0.130617,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 08:00,Abbotsford A Columbia Street,0.133103,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 07:00,Abbotsford A Columbia Street,0.138383,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 06:00,Abbotsford A Columbia Street,0.133256,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 05:00,Abbotsford A Columbia Street,0.166265,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 04:00,Abbotsford A Columbia Street,0.112917,0.11,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 03:00,Abbotsford A Columbia Street,0.148283,0.15,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 02:00,Abbotsford A Columbia Street,0.14246,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 01:00,Abbotsford A Columbia Street,0.122783,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-28 00:00,Abbotsford A Columbia Street,0.132414,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-27 23:00,Abbotsford A Columbia Street,0.128788,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-27 22:00,Abbotsford A Columbia Street,0.115325,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-27 21:00,Abbotsford A Columbia Street,0.130242,0.13,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-27 20:00,Abbotsford A Columbia Street,0.138978,0.14,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-27 19:00,Abbotsford A Columbia Street,0.169188,0.17,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
2020-09-27 18:00,Abbotsford A Columbia Street,0.122708,0.12,UNSPECIFIED,ppm,CO,E289309,49.0215,-122.3266
